=== Chunked Prefill Log Mon Dec  8 03:41:16 AM UTC 2025 ===
=== Chunked Prefill Logs for meta-llama/Llama-3.1-8B at Mon Dec  8 04:26:59 AM UTC 2025 ===
[2025-12-08 03:42:18] Running chunked_prefill: req=c70227b3517a40b390a01a9ffa207535, extend_input_len=4096, rem_tokens=4096
[2025-12-08 04:26:43] Running chunked_prefill: req=4417ab8221794813be560047c8297ad3, extend_input_len=4178, rem_tokens=4045
[2025-12-08 04:26:43] Running chunked_prefill: req=4417ab8221794813be560047c8297ad3, extend_input_len=133, rem_tokens=4046
[2025-12-08 04:26:43] Running chunked_prefill: req=4b25db455b1f434c9868d9a77ac8e171, extend_input_len=4180, rem_tokens=4045
[2025-12-08 04:26:43] Running chunked_prefill: req=4b25db455b1f434c9868d9a77ac8e171, extend_input_len=135, rem_tokens=4045
[2025-12-08 04:26:47] Running chunked_prefill: req=6a7b77d9c79845f5aecadba7747d0da1, extend_input_len=4187, rem_tokens=4045
[2025-12-08 04:26:47] Running chunked_prefill: req=6a7b77d9c79845f5aecadba7747d0da1, extend_input_len=142, rem_tokens=3596
[2025-12-08 04:26:48] Running chunked_prefill: req=d51b41497e524e909bc98a0a09f91c2b, extend_input_len=4174, rem_tokens=4045
[2025-12-08 04:26:48] Running chunked_prefill: req=d51b41497e524e909bc98a0a09f91c2b, extend_input_len=129, rem_tokens=4046
[2025-12-08 04:26:48] Running chunked_prefill: req=d81f5397f80a4bd4b2a9edbfa1520f74, extend_input_len=4178, rem_tokens=4045
[2025-12-08 04:26:49] Running chunked_prefill: req=d81f5397f80a4bd4b2a9edbfa1520f74, extend_input_len=133, rem_tokens=4046

=== Chunked Prefill Logs for meta-llama/Llama-3.1-8B at Mon Dec  8 05:13:11 AM UTC 2025 ===
[2025-12-08 04:28:29] Running chunked_prefill: req=b649bb928aa6446c8e0fe083d5e98a31, extend_input_len=4096, rem_tokens=4096
[2025-12-08 04:28:33] Running chunked_prefill: req=c970f2c10fe0407ea80bb4a9f12200c6, extend_input_len=4096, rem_tokens=4095
[2025-12-08 04:28:33] Running chunked_prefill: req=c970f2c10fe0407ea80bb4a9f12200c6, extend_input_len=1, rem_tokens=4095
[2025-12-08 04:28:33] Running chunked_prefill: req=b4fb94d685e54fef91cab8f5cbc62e3a, extend_input_len=4095, rem_tokens=4094
[2025-12-08 04:28:33] Running chunked_prefill: req=b4fb94d685e54fef91cab8f5cbc62e3a, extend_input_len=1, rem_tokens=4094
[2025-12-08 04:28:33] Running chunked_prefill: req=07f9f7c5f4824baa9f5cf9ff57d1761d, extend_input_len=4098, rem_tokens=4093
[2025-12-08 04:28:33] Running chunked_prefill: req=07f9f7c5f4824baa9f5cf9ff57d1761d, extend_input_len=5, rem_tokens=4093
[2025-12-08 04:28:34] Running chunked_prefill: req=d2c1521212f94dfeac0eda0bcefdf1ef, extend_input_len=4099, rem_tokens=4092
[2025-12-08 04:28:34] Running chunked_prefill: req=d2c1521212f94dfeac0eda0bcefdf1ef, extend_input_len=7, rem_tokens=4092
[2025-12-08 04:28:34] Running chunked_prefill: req=b4b7b84ce7c84ea58c9560b59e13aac0, extend_input_len=4100, rem_tokens=4091
[2025-12-08 04:28:34] Running chunked_prefill: req=b4b7b84ce7c84ea58c9560b59e13aac0, extend_input_len=9, rem_tokens=4091
[2025-12-08 04:28:34] Running chunked_prefill: req=3bf36672a0304135b722cfc9d402bc82, extend_input_len=4101, rem_tokens=4090
[2025-12-08 04:28:34] Running chunked_prefill: req=3bf36672a0304135b722cfc9d402bc82, extend_input_len=11, rem_tokens=4090
[2025-12-08 04:28:35] Running chunked_prefill: req=806a88688ce7481197558252df6328a8, extend_input_len=4101, rem_tokens=4089
[2025-12-08 04:28:35] Running chunked_prefill: req=806a88688ce7481197558252df6328a8, extend_input_len=12, rem_tokens=4089
[2025-12-08 04:28:35] Running chunked_prefill: req=25a44629ba024bb9ab475e9711031d2d, extend_input_len=4093, rem_tokens=4088
[2025-12-08 04:28:35] Running chunked_prefill: req=25a44629ba024bb9ab475e9711031d2d, extend_input_len=5, rem_tokens=4088
[2025-12-08 04:28:35] Running chunked_prefill: req=a18fb4e6045e4ef4b786032fdae7ac5d, extend_input_len=4104, rem_tokens=4087
[2025-12-08 04:28:36] Running chunked_prefill: req=a18fb4e6045e4ef4b786032fdae7ac5d, extend_input_len=17, rem_tokens=4087
[2025-12-08 04:28:36] Running chunked_prefill: req=a65c941d28a140898d99feb6001719bc, extend_input_len=4105, rem_tokens=4086
[2025-12-08 04:28:36] Running chunked_prefill: req=a65c941d28a140898d99feb6001719bc, extend_input_len=19, rem_tokens=4086
[2025-12-08 04:28:36] Running chunked_prefill: req=0d4680eb428d4c9683a52ded85d7ea5b, extend_input_len=4106, rem_tokens=4085
[2025-12-08 04:28:36] Running chunked_prefill: req=0d4680eb428d4c9683a52ded85d7ea5b, extend_input_len=21, rem_tokens=4085
[2025-12-08 04:28:36] Running chunked_prefill: req=813e0a637cfb480ba8eca459fb464d3e, extend_input_len=4107, rem_tokens=4084
[2025-12-08 04:28:37] Running chunked_prefill: req=813e0a637cfb480ba8eca459fb464d3e, extend_input_len=23, rem_tokens=4084
[2025-12-08 04:28:37] Running chunked_prefill: req=d288d288f6934c5d9953470210de4b13, extend_input_len=4107, rem_tokens=4083
[2025-12-08 04:28:37] Running chunked_prefill: req=d288d288f6934c5d9953470210de4b13, extend_input_len=24, rem_tokens=4083
[2025-12-08 04:28:37] Running chunked_prefill: req=3f59c9980c054a62831a4182d8d82c33, extend_input_len=4109, rem_tokens=4082
[2025-12-08 04:28:37] Running chunked_prefill: req=3f59c9980c054a62831a4182d8d82c33, extend_input_len=27, rem_tokens=4082
[2025-12-08 04:28:38] Running chunked_prefill: req=effcc126036b4bedae660ffd426b73c0, extend_input_len=4110, rem_tokens=4081
[2025-12-08 04:28:38] Running chunked_prefill: req=effcc126036b4bedae660ffd426b73c0, extend_input_len=29, rem_tokens=4081
[2025-12-08 04:28:38] Running chunked_prefill: req=6412db0d441249b38b47ab39ba3196ad, extend_input_len=4111, rem_tokens=4080
[2025-12-08 04:28:38] Running chunked_prefill: req=6412db0d441249b38b47ab39ba3196ad, extend_input_len=31, rem_tokens=4080
[2025-12-08 04:28:38] Running chunked_prefill: req=a0a4a73788324189bd3868a525caa1c5, extend_input_len=4111, rem_tokens=4079
[2025-12-08 04:28:39] Running chunked_prefill: req=a0a4a73788324189bd3868a525caa1c5, extend_input_len=32, rem_tokens=4079
[2025-12-08 04:28:39] Running chunked_prefill: req=6a00ece565e8495dab6fde69751f0e53, extend_input_len=4113, rem_tokens=4078
[2025-12-08 04:28:39] Running chunked_prefill: req=6a00ece565e8495dab6fde69751f0e53, extend_input_len=35, rem_tokens=4078
[2025-12-08 04:28:39] Running chunked_prefill: req=76d2fcf1ba704d2ca9efe5bb76df688e, extend_input_len=4114, rem_tokens=4077
[2025-12-08 04:28:39] Running chunked_prefill: req=76d2fcf1ba704d2ca9efe5bb76df688e, extend_input_len=37, rem_tokens=4077
[2025-12-08 04:28:40] Running chunked_prefill: req=dfca2b73f1bc494bb27bdbc6926ab5de, extend_input_len=4115, rem_tokens=4076
[2025-12-08 04:28:40] Running chunked_prefill: req=dfca2b73f1bc494bb27bdbc6926ab5de, extend_input_len=39, rem_tokens=4076
[2025-12-08 04:28:40] Running chunked_prefill: req=48c5dec17dc148c5b7b713018eced807, extend_input_len=4105, rem_tokens=4075
[2025-12-08 04:28:40] Running chunked_prefill: req=48c5dec17dc148c5b7b713018eced807, extend_input_len=30, rem_tokens=4075
[2025-12-08 04:28:40] Running chunked_prefill: req=7ef0cb7ea3bc4409b7aa30b00810b15f, extend_input_len=4116, rem_tokens=4074
[2025-12-08 04:28:41] Running chunked_prefill: req=7ef0cb7ea3bc4409b7aa30b00810b15f, extend_input_len=42, rem_tokens=4074
[2025-12-08 04:28:41] Running chunked_prefill: req=21c973d929ef46a3a880d5e1def9e00e, extend_input_len=4118, rem_tokens=4073
[2025-12-08 04:28:41] Running chunked_prefill: req=21c973d929ef46a3a880d5e1def9e00e, extend_input_len=45, rem_tokens=4073
[2025-12-08 04:28:41] Running chunked_prefill: req=712ed7990ed842cf834b980cfc71f35e, extend_input_len=4119, rem_tokens=4072
[2025-12-08 04:28:41] Running chunked_prefill: req=712ed7990ed842cf834b980cfc71f35e, extend_input_len=47, rem_tokens=4072
[2025-12-08 04:28:42] Running chunked_prefill: req=ccf8c386ba5a4b61815f9c162b817f09, extend_input_len=4120, rem_tokens=4071
[2025-12-08 04:28:42] Running chunked_prefill: req=ccf8c386ba5a4b61815f9c162b817f09, extend_input_len=49, rem_tokens=4071
[2025-12-08 04:28:42] Running chunked_prefill: req=d0752f273904469c95f14378ba662816, extend_input_len=4121, rem_tokens=4070
[2025-12-08 04:28:42] Running chunked_prefill: req=d0752f273904469c95f14378ba662816, extend_input_len=51, rem_tokens=4070
[2025-12-08 04:28:42] Running chunked_prefill: req=ad56c3f383644ce3a5d55ba75e408f08, extend_input_len=4122, rem_tokens=4069
[2025-12-08 04:28:43] Running chunked_prefill: req=ad56c3f383644ce3a5d55ba75e408f08, extend_input_len=53, rem_tokens=4069
[2025-12-08 04:28:43] Running chunked_prefill: req=51cd4cc063ec4429a45714d575886b24, extend_input_len=4123, rem_tokens=4068
[2025-12-08 04:28:43] Running chunked_prefill: req=51cd4cc063ec4429a45714d575886b24, extend_input_len=55, rem_tokens=4068
[2025-12-08 04:28:43] Running chunked_prefill: req=08ec4952590244429b8dd618bcb3fbc6, extend_input_len=4123, rem_tokens=4067
[2025-12-08 04:28:43] Running chunked_prefill: req=08ec4952590244429b8dd618bcb3fbc6, extend_input_len=56, rem_tokens=4067
[2025-12-08 04:28:44] Running chunked_prefill: req=0aacfd7c44d74ab896c3bc254c620e32, extend_input_len=4111, rem_tokens=4066
[2025-12-08 04:28:44] Running chunked_prefill: req=0aacfd7c44d74ab896c3bc254c620e32, extend_input_len=45, rem_tokens=4066
[2025-12-08 04:28:44] Running chunked_prefill: req=d111ad8b45354d0da0d5c908f297a029, extend_input_len=4126, rem_tokens=4065
[2025-12-08 04:28:44] Running chunked_prefill: req=d111ad8b45354d0da0d5c908f297a029, extend_input_len=61, rem_tokens=4065
[2025-12-08 04:28:44] Running chunked_prefill: req=5586f0bf0576469c98defabd5c170d47, extend_input_len=4125, rem_tokens=4064
[2025-12-08 04:28:45] Running chunked_prefill: req=5586f0bf0576469c98defabd5c170d47, extend_input_len=61, rem_tokens=4064
[2025-12-08 04:28:45] Running chunked_prefill: req=e737c8f82b0a4e1c9b9beebe1ec3524a, extend_input_len=4128, rem_tokens=4063
[2025-12-08 04:28:45] Running chunked_prefill: req=e737c8f82b0a4e1c9b9beebe1ec3524a, extend_input_len=65, rem_tokens=4063
[2025-12-08 04:28:45] Running chunked_prefill: req=de136d30015b413e88509e202d36ddab, extend_input_len=4129, rem_tokens=4062
[2025-12-08 04:28:45] Running chunked_prefill: req=de136d30015b413e88509e202d36ddab, extend_input_len=67, rem_tokens=4062
[2025-12-08 04:28:46] Running chunked_prefill: req=b468829b391041cdaf8ea16c029305ec, extend_input_len=4130, rem_tokens=4061
[2025-12-08 04:28:46] Running chunked_prefill: req=b468829b391041cdaf8ea16c029305ec, extend_input_len=69, rem_tokens=4061
[2025-12-08 04:28:46] Running chunked_prefill: req=3c79d5fded7c4f21b6f93408382d266c, extend_input_len=4131, rem_tokens=4060
[2025-12-08 04:28:46] Running chunked_prefill: req=3c79d5fded7c4f21b6f93408382d266c, extend_input_len=71, rem_tokens=4060
[2025-12-08 04:28:47] Running chunked_prefill: req=a62490fb8b34410e92c1cb3b0990f793, extend_input_len=4131, rem_tokens=4059
[2025-12-08 04:28:47] Running chunked_prefill: req=a62490fb8b34410e92c1cb3b0990f793, extend_input_len=72, rem_tokens=4059
[2025-12-08 04:28:47] Running chunked_prefill: req=8da51263054c4402a626a539df3793e5, extend_input_len=4133, rem_tokens=4058
[2025-12-08 04:28:47] Running chunked_prefill: req=8da51263054c4402a626a539df3793e5, extend_input_len=75, rem_tokens=4058
[2025-12-08 04:28:47] Running chunked_prefill: req=e4bfdd55368e4ec9b0fd4bc81e3d7250, extend_input_len=4134, rem_tokens=4057
[2025-12-08 04:28:48] Running chunked_prefill: req=e4bfdd55368e4ec9b0fd4bc81e3d7250, extend_input_len=77, rem_tokens=4057
[2025-12-08 04:28:48] Running chunked_prefill: req=f785c65d63884dc0aa9e5cfc23a23ed5, extend_input_len=4132, rem_tokens=4056
[2025-12-08 04:28:48] Running chunked_prefill: req=f785c65d63884dc0aa9e5cfc23a23ed5, extend_input_len=76, rem_tokens=4056
[2025-12-08 04:28:48] Running chunked_prefill: req=d8d2b1e3d7fb41138f5c878938177c85, extend_input_len=4136, rem_tokens=4055
[2025-12-08 04:28:48] Running chunked_prefill: req=d8d2b1e3d7fb41138f5c878938177c85, extend_input_len=81, rem_tokens=4055
[2025-12-08 04:28:49] Running chunked_prefill: req=754f6a8045f5421696dc2bfd3a895a70, extend_input_len=4137, rem_tokens=4054
[2025-12-08 04:28:49] Running chunked_prefill: req=754f6a8045f5421696dc2bfd3a895a70, extend_input_len=83, rem_tokens=4054
[2025-12-08 04:28:49] Running chunked_prefill: req=f4a0394361574b2a9794fc4719a86cb3, extend_input_len=4136, rem_tokens=4053
[2025-12-08 04:28:49] Running chunked_prefill: req=f4a0394361574b2a9794fc4719a86cb3, extend_input_len=83, rem_tokens=4053
[2025-12-08 04:28:50] Running chunked_prefill: req=a881dbbd71854385b2dd61d4644c9ef7, extend_input_len=4101, rem_tokens=4052
[2025-12-08 04:28:50] Running chunked_prefill: req=a881dbbd71854385b2dd61d4644c9ef7, extend_input_len=49, rem_tokens=4052
[2025-12-08 04:28:50] Running chunked_prefill: req=b555ffd367824184908556621cab42e2, extend_input_len=4140, rem_tokens=4051
[2025-12-08 04:28:50] Running chunked_prefill: req=b555ffd367824184908556621cab42e2, extend_input_len=89, rem_tokens=4051
[2025-12-08 04:28:51] Running chunked_prefill: req=a7e8740353314d5d9f89b7d0475950ec, extend_input_len=4141, rem_tokens=4050
[2025-12-08 04:28:51] Running chunked_prefill: req=a7e8740353314d5d9f89b7d0475950ec, extend_input_len=91, rem_tokens=4050
[2025-12-08 04:28:51] Running chunked_prefill: req=1e21c9c7ef6f4d2298d5be5239dc912b, extend_input_len=4141, rem_tokens=4049
[2025-12-08 04:28:51] Running chunked_prefill: req=1e21c9c7ef6f4d2298d5be5239dc912b, extend_input_len=92, rem_tokens=4049
[2025-12-08 04:28:51] Running chunked_prefill: req=2b220211ca824edca36622e4644808b5, extend_input_len=4141, rem_tokens=4048
[2025-12-08 04:28:52] Running chunked_prefill: req=2b220211ca824edca36622e4644808b5, extend_input_len=93, rem_tokens=4048
[2025-12-08 04:28:52] Running chunked_prefill: req=bdaf5227edfe4f2f8e16658ae7b557c4, extend_input_len=4117, rem_tokens=4047
[2025-12-08 04:28:52] Running chunked_prefill: req=bdaf5227edfe4f2f8e16658ae7b557c4, extend_input_len=70, rem_tokens=4047
[2025-12-08 04:28:52] Running chunked_prefill: req=eeaccccf6afa4badb4e714aa9000c673, extend_input_len=4115, rem_tokens=4046
[2025-12-08 04:28:52] Running chunked_prefill: req=eeaccccf6afa4badb4e714aa9000c673, extend_input_len=69, rem_tokens=4046
[2025-12-08 04:28:53] Running chunked_prefill: req=05ad48d1ca504e6288c4cf8813a10024, extend_input_len=4146, rem_tokens=4045
[2025-12-08 04:28:53] Running chunked_prefill: req=05ad48d1ca504e6288c4cf8813a10024, extend_input_len=101, rem_tokens=4045
[2025-12-08 04:28:57] Running chunked_prefill: req=c6194a6257fe4425a74da34478dcf9aa, extend_input_len=4145, rem_tokens=4045
[2025-12-08 04:28:58] Running chunked_prefill: req=c6194a6257fe4425a74da34478dcf9aa, extend_input_len=100, rem_tokens=2907
[2025-12-08 04:28:58] Running chunked_prefill: req=0f182f61ac5b4071b2348c646f8eba66, extend_input_len=4146, rem_tokens=4046
[2025-12-08 04:28:58] Running chunked_prefill: req=0f182f61ac5b4071b2348c646f8eba66, extend_input_len=100, rem_tokens=4046
[2025-12-08 04:28:59] Running chunked_prefill: req=a887bd4038114fe492f3bd6ac00ed456, extend_input_len=4144, rem_tokens=4046
[2025-12-08 04:28:59] Running chunked_prefill: req=a887bd4038114fe492f3bd6ac00ed456, extend_input_len=98, rem_tokens=4046
[2025-12-08 04:28:59] Running chunked_prefill: req=b05a700d2ab542fb8e1d55cb1e2c708e, extend_input_len=4146, rem_tokens=4046
[2025-12-08 04:28:59] Running chunked_prefill: req=b05a700d2ab542fb8e1d55cb1e2c708e, extend_input_len=100, rem_tokens=4046
[2025-12-08 04:28:59] Running chunked_prefill: req=8e24e4bbe59543739f36567af204f732, extend_input_len=4143, rem_tokens=4046
[2025-12-08 04:29:00] Running chunked_prefill: req=8e24e4bbe59543739f36567af204f732, extend_input_len=97, rem_tokens=4046
[2025-12-08 04:29:00] Running chunked_prefill: req=82b09c5fe4e041e09dd8619455bc0639, extend_input_len=4101, rem_tokens=4046
[2025-12-08 04:29:00] Running chunked_prefill: req=82b09c5fe4e041e09dd8619455bc0639, extend_input_len=55, rem_tokens=4046
[2025-12-08 04:29:00] Running chunked_prefill: req=dacdb4d7320f44549b5fff7bcf45468f, extend_input_len=4145, rem_tokens=4046
[2025-12-08 04:29:01] Running chunked_prefill: req=dacdb4d7320f44549b5fff7bcf45468f, extend_input_len=99, rem_tokens=4046
[2025-12-08 04:29:01] Running chunked_prefill: req=5d4a159e0dde4f8794054b1df650d94e, extend_input_len=4144, rem_tokens=4046
[2025-12-08 04:29:01] Running chunked_prefill: req=5d4a159e0dde4f8794054b1df650d94e, extend_input_len=98, rem_tokens=4046
[2025-12-08 04:29:01] Running chunked_prefill: req=96f4134b36204c89b31d17eb7d130d37, extend_input_len=4144, rem_tokens=4046
[2025-12-08 04:29:01] Running chunked_prefill: req=96f4134b36204c89b31d17eb7d130d37, extend_input_len=98, rem_tokens=4046
[2025-12-08 04:29:02] Running chunked_prefill: req=13c3d67fea884895800a3a640f227dea, extend_input_len=4144, rem_tokens=4046
[2025-12-08 04:29:02] Running chunked_prefill: req=13c3d67fea884895800a3a640f227dea, extend_input_len=98, rem_tokens=4046
[2025-12-08 04:29:02] Running chunked_prefill: req=9b16ae35b66f4bfcb9a26c405779767a, extend_input_len=4145, rem_tokens=4046
[2025-12-08 04:29:02] Running chunked_prefill: req=9b16ae35b66f4bfcb9a26c405779767a, extend_input_len=99, rem_tokens=4046
[2025-12-08 04:29:03] Running chunked_prefill: req=fd4ad138140545c290e5ad547787362b, extend_input_len=4145, rem_tokens=4046
[2025-12-08 04:29:03] Running chunked_prefill: req=fd4ad138140545c290e5ad547787362b, extend_input_len=99, rem_tokens=4046
[2025-12-08 04:29:03] Running chunked_prefill: req=9cb5ffb98949480da3c9f0dc33d15e5c, extend_input_len=4143, rem_tokens=4046
[2025-12-08 04:29:03] Running chunked_prefill: req=9cb5ffb98949480da3c9f0dc33d15e5c, extend_input_len=97, rem_tokens=4046
[2025-12-08 04:29:03] Running chunked_prefill: req=80e51d93aaa24652ad63837bf08b91aa, extend_input_len=4142, rem_tokens=4046
[2025-12-08 04:29:04] Running chunked_prefill: req=80e51d93aaa24652ad63837bf08b91aa, extend_input_len=96, rem_tokens=4046
[2025-12-08 04:29:04] Running chunked_prefill: req=3a77ae6e7cce4edd8af118e6ad30677c, extend_input_len=4144, rem_tokens=4046
[2025-12-08 04:29:04] Running chunked_prefill: req=3a77ae6e7cce4edd8af118e6ad30677c, extend_input_len=98, rem_tokens=4046
[2025-12-08 04:29:04] Running chunked_prefill: req=71b07a22b148430fb6a795eeab87bdde, extend_input_len=4145, rem_tokens=4046
[2025-12-08 04:29:05] Running chunked_prefill: req=71b07a22b148430fb6a795eeab87bdde, extend_input_len=99, rem_tokens=4046
[2025-12-08 04:29:05] Running chunked_prefill: req=3393fcbc0ef0452fbf572b9baa3166f7, extend_input_len=4145, rem_tokens=4046
[2025-12-08 04:29:05] Running chunked_prefill: req=3393fcbc0ef0452fbf572b9baa3166f7, extend_input_len=99, rem_tokens=4046
[2025-12-08 04:29:05] Running chunked_prefill: req=971442d97ac74d878cdf0ee766cdf70f, extend_input_len=4145, rem_tokens=4046
[2025-12-08 04:29:05] Running chunked_prefill: req=971442d97ac74d878cdf0ee766cdf70f, extend_input_len=99, rem_tokens=4046
[2025-12-08 04:29:06] Running chunked_prefill: req=b8598149bd8745eabeda3b9cc68ee69f, extend_input_len=4144, rem_tokens=4046
[2025-12-08 04:29:06] Running chunked_prefill: req=b8598149bd8745eabeda3b9cc68ee69f, extend_input_len=98, rem_tokens=4046
[2025-12-08 04:29:06] Running chunked_prefill: req=50c7934a02c842d7b2f732a8a4cf5429, extend_input_len=4144, rem_tokens=4046
[2025-12-08 04:29:06] Running chunked_prefill: req=50c7934a02c842d7b2f732a8a4cf5429, extend_input_len=98, rem_tokens=4046
[2025-12-08 04:29:07] Running chunked_prefill: req=45e11bfd97bf4144b6b3c72656f22b0a, extend_input_len=4145, rem_tokens=4046
[2025-12-08 04:29:07] Running chunked_prefill: req=45e11bfd97bf4144b6b3c72656f22b0a, extend_input_len=99, rem_tokens=4046
[2025-12-08 04:29:07] Running chunked_prefill: req=9e35c5e479a24ba5a282c41ea3bb2dfa, extend_input_len=4145, rem_tokens=4046
[2025-12-08 04:29:07] Running chunked_prefill: req=9e35c5e479a24ba5a282c41ea3bb2dfa, extend_input_len=99, rem_tokens=4046
[2025-12-08 04:29:08] Running chunked_prefill: req=e12075151d3741319a452efa0759e0fc, extend_input_len=4145, rem_tokens=4046
[2025-12-08 04:29:08] Running chunked_prefill: req=e12075151d3741319a452efa0759e0fc, extend_input_len=99, rem_tokens=4046
[2025-12-08 04:29:08] Running chunked_prefill: req=dd475422c1024f9c9b3003f52156b290, extend_input_len=4145, rem_tokens=4046
[2025-12-08 04:29:08] Running chunked_prefill: req=dd475422c1024f9c9b3003f52156b290, extend_input_len=99, rem_tokens=4046
[2025-12-08 04:29:08] Running chunked_prefill: req=d8e90fbef9054e6b806c7d76cd62677d, extend_input_len=4142, rem_tokens=4046
[2025-12-08 04:29:09] Running chunked_prefill: req=d8e90fbef9054e6b806c7d76cd62677d, extend_input_len=96, rem_tokens=4046
[2025-12-08 04:29:09] Running chunked_prefill: req=9293a5132d29474ca1a5e843fb43e19e, extend_input_len=4145, rem_tokens=4046
[2025-12-08 04:29:09] Running chunked_prefill: req=9293a5132d29474ca1a5e843fb43e19e, extend_input_len=99, rem_tokens=4046
[2025-12-08 04:29:09] Running chunked_prefill: req=b4439d020d4d46c8959913d64fd8e5e5, extend_input_len=4144, rem_tokens=4046
[2025-12-08 04:29:10] Running chunked_prefill: req=b4439d020d4d46c8959913d64fd8e5e5, extend_input_len=98, rem_tokens=4046
[2025-12-08 04:29:10] Running chunked_prefill: req=d14918d80af441ea87318f15f04f795d, extend_input_len=4145, rem_tokens=4046
[2025-12-08 04:29:10] Running chunked_prefill: req=d14918d80af441ea87318f15f04f795d, extend_input_len=99, rem_tokens=4046
[2025-12-08 04:29:10] Running chunked_prefill: req=32501c40c1704e8e8295d010f1d51cea, extend_input_len=4145, rem_tokens=4046
[2025-12-08 04:29:10] Running chunked_prefill: req=32501c40c1704e8e8295d010f1d51cea, extend_input_len=99, rem_tokens=4046
[2025-12-08 04:29:11] Running chunked_prefill: req=d40b92dbfd194cb5a78e1d69ded32fe7, extend_input_len=4143, rem_tokens=4046
[2025-12-08 04:29:11] Running chunked_prefill: req=d40b92dbfd194cb5a78e1d69ded32fe7, extend_input_len=97, rem_tokens=4046
[2025-12-08 04:29:11] Running chunked_prefill: req=f090f40025f947709bcd55751f483002, extend_input_len=4145, rem_tokens=4046
[2025-12-08 04:29:11] Running chunked_prefill: req=f090f40025f947709bcd55751f483002, extend_input_len=99, rem_tokens=4046
[2025-12-08 04:29:12] Running chunked_prefill: req=0358d3aa44ee462291c6cd81c053e347, extend_input_len=4145, rem_tokens=4046
[2025-12-08 04:29:12] Running chunked_prefill: req=0358d3aa44ee462291c6cd81c053e347, extend_input_len=99, rem_tokens=4046
[2025-12-08 04:29:12] Running chunked_prefill: req=5201ed6a510740499123ba5380346dc4, extend_input_len=4145, rem_tokens=4046
[2025-12-08 04:29:12] Running chunked_prefill: req=5201ed6a510740499123ba5380346dc4, extend_input_len=99, rem_tokens=4046
[2025-12-08 04:29:13] Running chunked_prefill: req=a75ff58806aa431087d3d4a61d4a537c, extend_input_len=4145, rem_tokens=4046
[2025-12-08 04:29:13] Running chunked_prefill: req=a75ff58806aa431087d3d4a61d4a537c, extend_input_len=99, rem_tokens=4046
[2025-12-08 04:29:13] Running chunked_prefill: req=12528dcd4239425bb276e2ea192afe1a, extend_input_len=4144, rem_tokens=4046
[2025-12-08 04:29:13] Running chunked_prefill: req=12528dcd4239425bb276e2ea192afe1a, extend_input_len=98, rem_tokens=4046
[2025-12-08 04:29:13] Running chunked_prefill: req=e5f5f94752ab422cac2f6ed368fee4cd, extend_input_len=4144, rem_tokens=4046
[2025-12-08 04:29:14] Running chunked_prefill: req=e5f5f94752ab422cac2f6ed368fee4cd, extend_input_len=98, rem_tokens=4046
[2025-12-08 04:29:14] Running chunked_prefill: req=3bc89dbbeecf4b67b29e2be37c32fd55, extend_input_len=4145, rem_tokens=4046
[2025-12-08 04:29:14] Running chunked_prefill: req=3bc89dbbeecf4b67b29e2be37c32fd55, extend_input_len=99, rem_tokens=4046
[2025-12-08 04:29:14] Running chunked_prefill: req=a2ea142172d0447da4dd5338ce489744, extend_input_len=4142, rem_tokens=4046
[2025-12-08 04:29:15] Running chunked_prefill: req=a2ea142172d0447da4dd5338ce489744, extend_input_len=96, rem_tokens=4046
[2025-12-08 04:29:15] Running chunked_prefill: req=11340dfe13574c98b2ac7a4034d3e561, extend_input_len=4142, rem_tokens=4046
[2025-12-08 04:29:15] Running chunked_prefill: req=11340dfe13574c98b2ac7a4034d3e561, extend_input_len=96, rem_tokens=4046
[2025-12-08 04:29:15] Running chunked_prefill: req=c8a4f316860a443a876359354b7dea7b, extend_input_len=4145, rem_tokens=4046
[2025-12-08 04:29:15] Running chunked_prefill: req=c8a4f316860a443a876359354b7dea7b, extend_input_len=99, rem_tokens=4046
[2025-12-08 04:29:16] Running chunked_prefill: req=6de3beef609a4771a05ce7635668a10d, extend_input_len=4145, rem_tokens=4046
[2025-12-08 04:29:16] Running chunked_prefill: req=6de3beef609a4771a05ce7635668a10d, extend_input_len=99, rem_tokens=4046
[2025-12-08 04:29:16] Running chunked_prefill: req=9f127d78f04f41ecacf9883cebd8e2e8, extend_input_len=4141, rem_tokens=4046
[2025-12-08 04:29:16] Running chunked_prefill: req=9f127d78f04f41ecacf9883cebd8e2e8, extend_input_len=95, rem_tokens=4046
[2025-12-08 04:29:17] Running chunked_prefill: req=65369b825ae9442aaa224750b70a7a14, extend_input_len=4145, rem_tokens=4046
[2025-12-08 04:29:17] Running chunked_prefill: req=65369b825ae9442aaa224750b70a7a14, extend_input_len=99, rem_tokens=4046
[2025-12-08 04:29:17] Running chunked_prefill: req=695caf9406a948cab4316fe7f0c57ae8, extend_input_len=4141, rem_tokens=4046
[2025-12-08 04:29:17] Running chunked_prefill: req=695caf9406a948cab4316fe7f0c57ae8, extend_input_len=95, rem_tokens=4046
[2025-12-08 04:29:18] Running chunked_prefill: req=20cd1268246f4f518161168972937bc9, extend_input_len=4145, rem_tokens=4046
[2025-12-08 04:29:18] Running chunked_prefill: req=20cd1268246f4f518161168972937bc9, extend_input_len=99, rem_tokens=4046
[2025-12-08 04:29:18] Running chunked_prefill: req=6950e42558db49fd90d27c62ea37d08f, extend_input_len=4145, rem_tokens=4046
